destination,country,description,category,average_cost,weather,activities,image_url
Giza,Egypt,"Ubicación de las famosas pirámides y la Esfinge, a las afueras de El Cairo",Histórico,1405.31,Cálido,"Pirámides, paseos en camello",https://images.unsplash.com/photo-1666136242373-f060fff09729
Luxor,Egypt,Antigua Tebas con templos y el Valle de los Reyes,Histórico,1454.73,Cálido,"Templos, tumbas, excursiones en faluca, adventure park",https://plus.unsplash.com/premium_photo-1661962355663-2a435ccf844d
Aswan,Egypt,"Tranquila ciudad del sur con represa, templos y acceso al Nilo",Cultural,1428.68,Cálido,"templos, mercados",https://plus.unsplash.com/premium_photo-1694475193074-914ee0eb7308
Alexandria,Egypt,Puerto mediterráneo con historia greco-romana y bibliotecas,Cultural,1275.72,Cálido,"Museos, costa, patrimonio, adventure park",https://images.unsplash.com/photo-1633624646814-3a61ed3e2847
Dubai,United Arab Emirates,"Ciudad futurista con desierto, rascacielos y lujo",Naturaleza,2177.18,Cálido,"desierto, tours",https://images.unsplash.com/photo-1512453979798-5ea266f8880c
Marrakech,Morocco,"Ciudad tradicional famosa por mercados, arquitectura y desierto",Naturaleza,1730.83,Cálido,"Mercados, palacios, tours, photo spots",https://images.unsplash.com/photo-1624805098931-098c0d918b34
Athens,Greece,Ciudad histórica con ruinas antiguas y clima mediterráneo,Histórico,1178.58,Cálido,"Ruinas, museos",https://images.unsplash.com/photo-1603565816030-6b389eeb23cb
Santorini,Greece,"Isla volcánica famosa por sus vistas, playas y arquitectura blanca",Playa,1883.95,Cálido,"tours en barco, gastronomía",https://images.unsplash.com/photo-1688664562000-4c1f7cdb48f8
Mykonos,Greece,"Isla conocida por playas, vida nocturna y arquitectura cicládica",Playa,2110.26,Cálido,"Playas, navegación",https://images.unsplash.com/photo-1601581875309-fafbf2d3ed3a
Thessaloniki,Greece,"Segunda ciudad del país con historia, gastronomía y costa",Familiar,1314.37,Templado,"Museos, vida nocturna, paseos, photo spots",https://plus.unsplash.com/premium_photo-1661948398544-385ffa745b48
Heraklion,Greece,"Puerto principal de Creta, puerta a playas y sitios arqueológicos",Aventura,1243.16,Cálido,"Playa, arqueología, gastronomía, food tours",https://images.unsplash.com/photo-1660806886383-d8558af05201
Reykjavik,Iceland,"Ciudad nórdica con paisajes únicos, geiseres y auroras boreales",Aventura,2858.91,Frío,"Geiseres, termas",https://images.unsplash.com/photo-1602167352863-04e8d262d56f
Paris,France,Ciudad romántica con gran riqueza cultural y gastronómica,Cultural,1862.42,Templado,"Museos, gastronomía, monumentos, local museums",https://images.unsplash.com/photo-1502602898657-3e91760cbb34
Lyon,France,Centro gastronómico y patrimonial con barrios medievales y riberas del Ródano,Urbano,1460.83,Templado,"Gastronomía, paseos a pie, museos, local museums",https://images.unsplash.com/photo-1602087594298-706ccc894bfd
Marseille,France,"Puerto mediterráneo con mezcla cultural, mercados y costa",Cultural,1391.1,Cálido,"Playas, puerto viejo, gastronomía, shopping",https://images.unsplash.com/photo-1739353190153-f857475cf242
Nice,France,"Destino en la Riviera con paseo marítimo, playas y clima suave",Playa,1459.81,Cálido,"Playas, paseos, museos, food tours",https://images.unsplash.com/photo-1643914729809-4aa59fdc4c17
Bordeaux,France,Región vinícola famosa por sus bodegas y arquitectura del siglo XVIII,Cultural,1402.39,Templado,"Visitas a bodegas, arquitectura",https://images.unsplash.com/photo-1655574282152-8f3fbdfa8da4
Rome,Italy,Centro histórico con arquitectura milenaria y gastronomía reconocida,Familiar,1470.01,Templado,"Ruinas, museos",https://images.unsplash.com/photo-1552832230-c0197dd311b5
Venice,Italy,Ciudad única construida sobre canales con gran atractivo turístico,Cultural,1718.23,Templado,"Paseos en góndola, museos, tours históricos, food tours",https://plus.unsplash.com/premium_photo-1661963047742-dabc5a735357
Florence,Italy,Capital del Renacimiento y una de las ciudades más artísticas de Europa,Familiar,1547.12,Templado,"Museos, galerías",https://images.unsplash.com/photo-1476362174823-3a23f4aa6d76
Milan,Italy,Centro financiero y de la moda con catedrales y shopping de alto nivel,Urbano,1272.85,Templado,"Compras, arquitectura, gastronomía, food tours",https://images.unsplash.com/photo-1667020938802-2a2394842adf
Naples,Italy,"Ciudad histórica junto al Vesubio, puerta a Pompeya y la costa amalfitana",Histórico,1576.61,Cálido,"gastronomía, paseos costeros",https://images.unsplash.com/photo-1612698093158-e07ac200d44e
Barcelona,Spain,Ciudad mediterránea con arquitectura única y vida nocturna activa,Urbano,1656.37,Cálido,"Playas, arte, gastronomía, local museums",https://images.unsplash.com/photo-1464790719320-516ecd75af6c
Madrid,Spain,"Capital de España con museos, parques y un ambiente moderno",Urbano,1380.36,Templado,"Museos, gastronomía, recorridos urbanos, adventure park",https://images.unsplash.com/photo-1543783207-ec64e4d95325
Seville,Spain,"Corazón andaluz con palacios, flamenco y casco histórico atractivo",Histórico,983.11,Cálido,"Palacios, flamenco, recorridos a pie, photo spots",https://images.unsplash.com/photo-1656596297359-7cfc62018427
Valencia,Spain,"Ciudad costera con arquitectura moderna, playas y paella tradicional",Playa,1116.36,Cálido,"Playas, gastronomía, ciencia y arte, local museums",https://plus.unsplash.com/premium_photo-1697729417574-e41f0c327665
Granada,Spain,Ciudad andaluza con la Alhambra y barrios históricos sobre la sierra,Aventura,1392.71,Templado,"Palacios, senderismo, gastronomía, local museums",https://images.unsplash.com/photo-1564740603199-5f56138c6679
Berlin,Germany,Ciudad moderna con historia reciente y vibrante vida cultural,Urbano,1765.51,Frío,"Museos, tours históricos, música, local museums",https://images.unsplash.com/photo-1528728329032-2972f65dfb3f
Munich,Germany,"Ciudad tradicional bávara, famosa por su arquitectura y festivales",Cultural,1553.19,Frío,"Museos, cervecerías, recorridos, adventure park",https://images.unsplash.com/photo-1649609765902-254a227dc960
Hamburg,Germany,"Puerto importante con canales, vida cultural y música",Urbano,1802.82,Frío,"Paseos por el puerto, museos, conciertos, shopping",https://images.unsplash.com/photo-1685113349417-2f2e20a94782
Cologne,Germany,Ciudad histórica a orillas del Rin con catedral gótica imponente,Histórico,1465.07,Frío,"Catedral, museos, paseos en barco, adventure park",https://images.unsplash.com/photo-1722722864801-962b94fbb715
Frankfurt,Germany,Centro financiero con rascacielos y buenos enlaces para negocios,Urbano,1106.52,Frío,"Negocios, museos",https://images.unsplash.com/photo-1650024001493-1c060d666102
Amsterdam,Netherlands,Ciudad de canales con un ambiente relajado y museos importantes,Cultural,2019.96,Frío,paseos en bicicleta,https://images.unsplash.com/photo-1745600117455-d93609ff9fbd
Rotterdam,Netherlands,Puerto moderno con arquitectura contemporánea y vida cultural activa,Urbano,1662.99,Frío,"museos, puerto",https://plus.unsplash.com/premium_photo-1716296465623-75be56e8036d
Utrecht,Netherlands,Ciudad universitaria con canales tranquilos y patrimonio medieval,Cultural,1085.48,Frío,"Paseos, cafés",https://plus.unsplash.com/premium_photo-1694475538376-606f114e0853
The Hague,Netherlands,Sede de instituciones internacionales y playas cercanas,Urbano,1378.4,Frío,"Instituciones, playas, museos, local museums",https://images.unsplash.com/photo-1594477778796-48c808b4c443
Maastricht,Netherlands,"Ciudad histórica en el sur, famosa por su centro peatonal y gastronomía",Cultural,1193.35,Templado,"Paseos, gastronomía",https://images.unsplash.com/photo-1682285323616-b1f6ab16b96b
Brussels,Belgium,Ciudad multicultural con arquitectura clásica y excelente gastronomía,Cultural,1864.14,Frío,"Museos, tours",https://images.unsplash.com/photo-1575845664732-ee40fdc525a3
Tokyo,Japan,Megaciudad tecnológica con tradición cultural milenaria,Urbano,2377.23,Templado,"Museos, templos, compras, photo spots",https://images.unsplash.com/photo-1549693578-d683be217e58
Kyoto,Japan,"Capital cultural de Japón, famosa por templos, jardines y tradiciones",Cultural,2059.0,Templado,"Templos, jardines, ceremonias, local museums",https://images.unsplash.com/photo-1545569341-9eb8b30979d9
Osaka,Japan,Ciudad moderna llena de gastronomía y entretenimiento,Relax,1426.54,Templado,"parques, museos",https://images.unsplash.com/photo-1542210940661-5f91cb7afe02
Hiroshima,Japan,Ciudad histórica conocida por su memorial de la paz y cultura contemporánea,Aventura,1536.57,Templado,"Museos, memoriales, gastronomía, local museums",https://images.unsplash.com/photo-1669777776138-0cabf8027f37
Sapporo,Japan,"Capital de Hokkaido, famosa por nieve, cerveza y festivales de invierno",Aventura,1891.08,Frío,"esquí, gastronomía local",https://plus.unsplash.com/premium_photo-1724593825200-39731dcdacf8
Seoul,South Korea,"Ciudad moderna con cultura pop, tecnología y palacios históricos",Urbano,1465.33,Frío,"Compras, templos, gastronomía, adventure park",https://images.unsplash.com/photo-1506816561089-5cc37b3aa9b0?
Busan,South Korea,Ciudad costera famosa por playas y mercados tradicionales,Playa,1821.14,Cálido,"Playas, senderismo, mercados, local museums",https://plus.unsplash.com/premium_photo-1661886360250-87b18410aefd
Daegu,South Korea,"Ciudad con tradición textil, festivales culturales y mercados locales",Naturaleza,1166.97,Templado,"Mercados, festivales, gastronomía, adventure park",https://images.unsplash.com/photo-1663670889635-0aabebf112ba
Incheon,South Korea,Importante puerto y hub cercano a Seúl con ocio y playas urbanas,Urbano,953.61,Templado,"paseos, gastronomía",https://images.unsplash.com/photo-1641773861272-d2ce368924bc
Jeju,South Korea,"Isla volcánica con paisajes naturales, cascadas y playas volcánicas",Aventura,1346.5,Templado,"playas, tours naturales",https://images.unsplash.com/photo-1701178086825-c1ca5fab2f34
Bangkok,Thailand,"Ciudad vibrante con templos, mercados nocturnos y gastronomía",Aventura,1405.79,Tropical,"Templos, gastronomía",https://images.unsplash.com/photo-1506973035872-a4ec16b8e8d9
Phuket,Thailand,Isla tropical famosa por playas y actividades acuáticas,Playa,1284.15,Tropical,"Playas, snorkel",https://images.unsplash.com/photo-1507525428034-b723cf961d3e
Bali,Indonesia,"Isla paradisíaca con playas, templos y naturaleza exuberante",Playa,1657.39,Tropical,"Surf, senderismo",https://plus.unsplash.com/premium_photo-1677829177642-30def98b0963
Singapore,Singapore,"Ciudad-estado moderna, organizada y multicultural",Relax,1918.22,Tropical,"Compras, gastronomía",https://plus.unsplash.com/premium_photo-1697730373939-3ebcaa9d295e
Sydney,Australia,Ciudad costera famosa por la Opera House y sus playas,Aventura,1865.72,Templado,"parques, museos",https://plus.unsplash.com/premium_photo-1697730221799-f2aa87ab2c5d
Melbourne,Australia,Ciudad cultural con excelente calidad de vida y arte urbano,Urbano,2183.67,Templado,"Museos, cafés, galerías, shopping",https://plus.unsplash.com/premium_photo-1733338816344-1a21444a646f
Auckland,New Zealand,"Ciudad rodeada de naturaleza, volcanes y actividades al aire libre",Aventura,2825.28,Templado,"Senderismo, tours, navegación, shopping",https://images.unsplash.com/photo-1507699622108-4be3abd695ad
Toronto,Canada,"Ciudad multicultural con museos, parques y vida urbana activa",Urbano,2124.41,Frío,"parques, gastronomía",https://plus.unsplash.com/premium_photo-1694475481348-7cbe417be129
Vancouver,Canada,"Ciudad costera rodeada de montañas, ideal para actividades al aire libre",Aventura,1855.44,Frío,"Senderismo, esquí, tours, food tours",https://images.unsplash.com/photo-1506811238036-c14a9b4e0a83
New York,USA,"Ciudad icónica con rascacielos, museos y amplia vida cultural",Urbano,1651.97,Frío,"Museos, parques, espectáculos, shopping",https://plus.unsplash.com/premium_photo-1714051660720-888e8454a021
Los Angeles,USA,"Ciudad costera con clima cálido, playas y entretenimiento",Playa,1586.79,Cálido,"Playas, tours",https://images.unsplash.com/photo-1597982087634-9884f03198ce
Miami,USA,Destino playero internacional con vida nocturna y clima tropical,Playa,1631.14,Tropical,"compras, gastronomía",https://plus.unsplash.com/premium_photo-1697730215093-baeae8060bfe
San Francisco,USA,"Ciudad costera con puente icónico, colinas y escena tecnológica",Urbano,1817.43,Templado,"Puente, barrios",https://images.unsplash.com/photo-1597388708659-93999d38d96a
Chicago,USA,Ciudad con bastantes edificios y vida cultural activa,Urbano,1296.54,Frío,gastronomía,https://images.unsplash.com/photo-1706020117675-0cfade6b45bd
Cusco,Peru,Capital histórica del imperio Inca y puerta a Machu Picchu,Histórico,1084.87,Frío,"Ruinas, trekking, cultura, food tours",https://images.unsplash.com/photo-1526392060635-9d6019884377
Lima,Peru,Capital gastronómica de Sudamérica con clima templado y costa,Urbano,1298.65,Templado,"Gastronomía, museos, playas, shopping",https://images.unsplash.com/photo-1577587230708-187fdbef4d91
Arequipa,Peru,Ciudad colonial rodeada de volcanes y arquitectura con sillar blanco,Cultural,847.95,Templado,"City tours, museos, trekking, food tours",https://plus.unsplash.com/premium_photo-1697730225889-8d7fccad86a2
Trujillo,Peru,Ciudad costera norteña con patrimonio colonial y Huacas precolombinas,Cultural,1032.52,Templado,"Sitios arqueológicos, playas, gastronomía, adventure park",https://plus.unsplash.com/premium_photo-1697730089767-45e915ef27f9
Iquitos,Peru,Puerta de entrada a la Amazonía peruana con eco-turismo fluvial,Aventura,1307.11,Tropical,"Excursiones en la selva, fauna, mercados, local museums",https://images.unsplash.com/photo-1588837276720-2d2c1de8d05f?
Buenos Aires,Argentina,Capital vibrante con cultura europea y vida nocturna activa,Urbano,1433.68,Templado,"Museos, tango, recorridos urbanos, adventure park",https://plus.unsplash.com/premium_photo-1697729901052-fe8900e24993
Rio de Janeiro,Brazil,"Ciudad tropical famosa por playas, samba y el Cristo Redentor",Playa,1172.4,Tropical,"senderismo, tours",https://plus.unsplash.com/premium_photo-1671211307997-f4f552b0601c
São Paulo,Brazil,A beautiful place to enjoy compras and experience cold weather.,Aventura,3589.37,Tropical,surfing,https://images.unsplash.com/photo-1554168848-228452c09d60
Santiago,Chile,Capital moderna rodeada de montañas y viñedos,Urbano,1406.33,Templado,"Viñedos, senderismo",https://images.unsplash.com/photo-1689850543263-01a52ccc6943
Cape Town,South Africa,"Ciudad costera con montañas, playas y vida silvestre",Aventura,1865.0,Templado,"Playas, senderismo, tours, food tours",https://images.unsplash.com/photo-1649148389196-51743eafef3f
Cairo,Egypt,"Ciudad histórica con pirámides, museos y mercado tradicional",Familiar,1440.15,Cálido,"Pirámides, museos",https://images.unsplash.com/photo-1626692880062-35c360fb6afc
Giza,Egypt,"Ubicación de las famosas pirámides y la Esfinge, a las afueras de El Cairo",Histórico,1645.81,Cálido,"Pirámides, visitas arqueológicas, paseos en camello, shopping",https://images.unsplash.com/photo-1666136242373-f060fff09729
Luxor,Egypt,Antigua Tebas con templos y el Valle de los Reyes,Histórico,1586.07,Cálido,"tumbas, excursiones en faluca",https://plus.unsplash.com/premium_photo-1661962355663-2a435ccf844d
Aswan,Egypt,"Tranquila ciudad del sur con represa, templos y acceso al Nilo",Cultural,1044.88,Cálido,"Paseos por el Nilo, templos, mercados, food tours",https://plus.unsplash.com/premium_photo-1694475193074-914ee0eb7308
Alexandria,Egypt,Puerto mediterráneo con historia greco-romana y bibliotecas,Cultural,1438.82,Cálido,"Museos, costa, patrimonio, photo spots",https://images.unsplash.com/photo-1633624646814-3a61ed3e2847
